source	target	number_of_paths	node_type	node_value	node_count
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Jun::RGD:2943_None_positive regulation of fibroblast proliferation::GO:0048146	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Pngl::FlyBase:FBgn0033050_has phenotype_Drosophila tarsal segment 4 phenotype::FBbt:00004651PHENOTYPE	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Drosophila tarsal segment 4 phenotype::FBbt:00004651PHENOTYPE_has phenotype_Egfr::FlyBase:FBgn0003731	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Egfr::MGI:95294_involved in_positive regulation of fibroblast proliferation::GO:0048146	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Pngl::FlyBase:FBgn0033050_has phenotype_female sterile::FBcv:0000366	60
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	female sterile::FBcv:0000366_has phenotype_Hcf::FlyBase:FBgn0039904	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Hcf::FlyBase:FBgn0039904_in 1 to 1 orthology relationship with_Hcfc1::MGI:105942	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Hcfc1::MGI:105942_is part of_axon::GO:0030424	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	axon::GO:0030424_is part of_AQP1::NCBIGene:358	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Egfr::FlyBase:FBgn0003731_in 1 to 1 orthology relationship with_EGFR::NCBIGene:1956	108
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	EGFR::NCBIGene:1956_is part of_nuclear membrane::GO:0031965	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	nuclear membrane::GO:0031965_is part of_AQP1::NCBIGene:358	44
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	partially lethal - majority die::FBcv:0000352_has phenotype_Egfr::FlyBase:FBgn0003731	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Egfr::FlyBase:FBgn0003731_in 1 to 1 orthology relationship with_Egfr::RGD:2543	108
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Egfr::RGD:2543_None_cellular response to mechanical stimulus::GO:0071260	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	cellular response to mechanical stimulus::GO:0071260_involved in_AQP1::NCBIGene:358	108
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Egfr::RGD:2543_None_cellular response to dexamethasone stimulus::GO:0071549	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	cellular response to dexamethasone stimulus::GO:0071549_involved in_AQP1::NCBIGene:358	72
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Drosophila embryo phenotype::FBbt:00000052PHENOTYPE_has phenotype_Egfr::FlyBase:FBgn0003731	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	EGFR::NCBIGene:1956_involved in_wound healing::GO:0042060	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Jun::RGD:2943_None_positive regulation of epithelial cell migration::GO:0010634	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	JUN::NCBIGene:3725_involved in_positive regulation of epithelial cell migration::GO:0010634	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Pngl::FlyBase:FBgn0033050_has phenotype_developmental rate defective::FBcv:0000450	68
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	developmental rate defective::FBcv:0000450_has phenotype_sgg::FlyBase:FBgn0003371	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	sgg::FlyBase:FBgn0003371_in 1 to 1 orthology relationship with_Gsk3b::MGI:1861437	96
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Gsk3b::MGI:1861437_involved in_cellular response to mechanical stimulus::GO:0071260	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	developmental rate defective::FBcv:0000450_has phenotype_Egfr::FlyBase:FBgn0003731	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Pngl::FlyBase:FBgn0033050_has phenotype_lethal - all die before end of P-stage::FBcv:0002000	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	lethal - all die before end of P-stage::FBcv:0002000_has phenotype_sgg::FlyBase:FBgn0003371	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Pngl::FlyBase:FBgn0033050_has phenotype_some die during pharate adult stage::FBcv:0002038	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	some die during pharate adult stage::FBcv:0002038_has phenotype_sgg::FlyBase:FBgn0003371	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	sgg::FlyBase:FBgn0003371_in 1 to 1 orthology relationship with_Gsk3b::RGD:70982	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Gsk3b::RGD:70982_None_cellular response to hydrogen peroxide::GO:0070301	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	cellular response to hydrogen peroxide::GO:0070301_involved in_AQP1::NCBIGene:358	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Egfr::MGI:95294_None_positive regulation of fibroblast proliferation::GO:0048146	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Pngl::FlyBase:FBgn0033050_has phenotype_wing margin phenotype::FBbt:00005378PHENOTYPE	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	wing margin phenotype::FBbt:00005378PHENOTYPE_has phenotype_Egfr::FlyBase:FBgn0003731	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Gsk3b::MGI:1861437_involved in_negative regulation of apoptotic process::GO:0043066	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	negative regulation of apoptotic process::GO:0043066_involved in_AQP1::NCBIGene:358	112
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Hcf::FlyBase:FBgn0039904_in 1 to 1 orthology relationship with_HCFC1::NCBIGene:3054	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	HCFC1::NCBIGene:3054_is part of_axon::GO:0030424	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Pngl::FlyBase:FBgn0033050_has phenotype_Drosophila pretarsus phenotype::FBbt:00004653PHENOTYPE	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Drosophila pretarsus phenotype::FBbt:00004653PHENOTYPE_has phenotype_Egfr::FlyBase:FBgn0003731	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Egfr::RGD:2543_None_positive regulation of fibroblast proliferation::GO:0048146	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	short lived::FBcv:0000385_has phenotype_bchs::FlyBase:FBgn0043362	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	bchs::FlyBase:FBgn0043362_in 1 to 1 orthology relationship with_WDFY3::NCBIGene:23001	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	WDFY3::NCBIGene:23001_is part of_nuclear membrane::GO:0031965	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Jun::MGI:96646_involved in_negative regulation of apoptotic process::GO:0043066	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Pngl::FlyBase:FBgn0033050_has phenotype_wing vein phenotype::FBbt:00004751PHENOTYPE	76
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	wing vein phenotype::FBbt:00004751PHENOTYPE_has phenotype_sgg::FlyBase:FBgn0003371	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	NGLY1::NCBIGene:55768_in 1 to 1 orthology relationship with_Ngly1::MGI:1913276	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Ngly1::MGI:1913276_has phenotype_Abnormality of cell physiology::HP:0011017	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Abnormality of cell physiology::HP:0011017_has phenotype_Traf2::MGI:101835	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Traf2::MGI:101835_in 1 to 1 orthology relationship with_TRAF2::NCBIGene:7186	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	TRAF2::NCBIGene:7186_involved in_cellular response to nitric oxide::GO:0071732	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	cellular response to nitric oxide::GO:0071732_involved in_AQP1::NCBIGene:358	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Pngl::FlyBase:FBgn0033050_has phenotype_Drosophila wing blade phenotype::FBbt:00006015PHENOTYPE	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Drosophila wing blade phenotype::FBbt:00006015PHENOTYPE_has phenotype_sgg::FlyBase:FBgn0003371	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Gsk3b::MGI:1861437_None_cellular response to mechanical stimulus::GO:0071260	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	female sterile::FBcv:0000366_has phenotype_Egfr::FlyBase:FBgn0003731	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Egfr::MGI:95294_involved in_negative regulation of apoptotic process::GO:0043066	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	EGFR::NCBIGene:1956_involved in_cellular response to dexamethasone stimulus::GO:0071549	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	female sterile::FBcv:0000366_has phenotype_RpS27A::FlyBase:FBgn0003942	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	RpS27A::FlyBase:FBgn0003942_in 1 to 1 orthology relationship with_RPS27A::NCBIGene:6233	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	RPS27A::NCBIGene:6233_involved in_negative regulation of apoptotic process::GO:0043066	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	partially lethal - majority die::FBcv:0000352_has phenotype_RpS27A::FlyBase:FBgn0003942	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	wing vein phenotype::FBbt:00004751PHENOTYPE_has phenotype_Egfr::FlyBase:FBgn0003731	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Drosophila embryo phenotype::FBbt:00000052PHENOTYPE_has phenotype_sgg::FlyBase:FBgn0003371	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Gsk3b::MGI:1861437_is part of_axon::GO:0030424	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	female sterile::FBcv:0000366_has phenotype_beta4GalNAcTA::FlyBase:FBgn0027538	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	beta4GalNAcTA::FlyBase:FBgn0027538_in 1 to 1 orthology relationship with_B4GALT1::NCBIGene:2683	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	B4GALT1::NCBIGene:2683_is part of_brush border membrane::GO:0031526	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	brush border membrane::GO:0031526_is part of_AQP1::NCBIGene:358	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Gsk3b::RGD:70982_None_cellular response to mechanical stimulus::GO:0071260	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	wing vein phenotype::FBbt:00004751PHENOTYPE_has phenotype_Hcf::FlyBase:FBgn0039904	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Pngl::FlyBase:FBgn0033050_has phenotype_male sterile::FBcv:0000370	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	male sterile::FBcv:0000370_has phenotype_beta4GalNAcTA::FlyBase:FBgn0027538	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Jun::MGI:96646_involved in_response to drug::GO:0042493	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	response to drug::GO:0042493_involved in_AQP1::NCBIGene:358	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Jun::MGI:96646_None_positive regulation of fibroblast proliferation::GO:0048146	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	sgg::FlyBase:FBgn0003371_in 1 to 1 orthology relationship with_GSK3B::NCBIGene:2932	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GSK3B::NCBIGene:2932_involved in_negative regulation of apoptotic process::GO:0043066	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	JUN::NCBIGene:3725_involved in_response to drug::GO:0042493	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	male sterile::FBcv:0000370_has phenotype_RpS27A::FlyBase:FBgn0003942	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	female sterile::FBcv:0000366_has phenotype_bchs::FlyBase:FBgn0043362	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Traf2::MGI:101835_in 1 to 1 orthology relationship with_Traf2::RGD:1310457	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Traf2::RGD:1310457_None_cellular response to nitric oxide::GO:0071732	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Jun::MGI:96646_involved in_positive regulation of fibroblast proliferation::GO:0048146	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Jra::FlyBase:FBgn0001291_in 1 to 1 orthology relationship with_jun::ZFIN:ZDB-GENE-030131-7859	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	jun::ZFIN:ZDB-GENE-030131-7859_involved in_response to drug::GO:0042493	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	partially lethal - majority die::FBcv:0000352_has phenotype_Hcf::FlyBase:FBgn0039904	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Jun::MGI:96646_None_positive regulation of epithelial cell migration::GO:0010634	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Abnormality of cell physiology::HP:0011017_has phenotype_App::MGI:88059	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	App::MGI:88059_in 1 to 1 orthology relationship with_App::RGD:2139	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	App::RGD:2139_None_cellular response to cAMP::GO:0071320	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	cellular response to cAMP::GO:0071320_involved in_AQP1::NCBIGene:358	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	short lived::FBcv:0000385_has phenotype_RpS27A::FlyBase:FBgn0003942	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	Pngl::FlyBase:FBgn0033050_has phenotype_partially lethal - majority live::FBcv:0000350	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	partially lethal - majority live::FBcv:0000350_has phenotype_beta4GalNAcTA::FlyBase:FBgn0027538	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	partially lethal - majority die::FBcv:0000352_has phenotype_RpL40::FlyBase:FBgn0003941	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	RpL40::FlyBase:FBgn0003941_in 1 to 1 orthology relationship with_UBA52::NCBIGene:7311	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	UBA52::NCBIGene:7311_involved in_negative regulation of apoptotic process::GO:0043066	4
NGLY1::NCBIGene:55768	Aqp1::NCBIGene:11826	0	NA	0
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	NGLY1::NCBIGene:55768_in 1 to 1 orthology relationship with_Pngl::FlyBase:FBgn0033050	320
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Pngl::FlyBase:FBgn0033050_has phenotype_short lived::FBcv:0000385	32
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	short lived::FBcv:0000385_has phenotype_inc::FlyBase:FBgn0025394	4
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	inc::FlyBase:FBgn0025394_in 1 to 1 orthology relationship with_kctd5a::ZFIN:ZDB-GENE-030131-727	4
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	kctd5a::ZFIN:ZDB-GENE-030131-727_enables_protein complex binding::GO:0032403	4
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	protein complex binding::GO:0032403_enables_NFE2L1::NCBIGene:4779	28
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Pngl::FlyBase:FBgn0033050_has phenotype_Drosophila embryo phenotype::FBbt:00000052PHENOTYPE	48
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Drosophila embryo phenotype::FBbt:00000052PHENOTYPE_has phenotype_TER94::FlyBase:FBgn0261014	20
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	TER94::FlyBase:FBgn0261014_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	32
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	VCP::NCBIGene:7415_is part of_endoplasmic reticulum membrane::GO:0005789	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	endoplasmic reticulum membrane::GO:0005789_is part of_NFE2L1::NCBIGene:4779	92
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Pngl::FlyBase:FBgn0033050_has phenotype_partially lethal - majority die::FBcv:0000352	60
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	partially lethal - majority die::FBcv:0000352_has phenotype_cnc::FlyBase:FBgn0262975	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	cnc::FlyBase:FBgn0262975_in 1 to 1 orthology relationship with_nfe2::ZFIN:ZDB-GENE-030124-1	32
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	nfe2::ZFIN:ZDB-GENE-030124-1_enables_transcription regulatory region sequence-specific DNA binding::GO:0000976	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	transcription regulatory region sequence-specific DNA binding::GO:0000976_enables_NFE2L1::NCBIGene:4779	48
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	partially lethal - majority die::FBcv:0000352_has phenotype_Stat92E::FlyBase:FBgn0016917	8
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Stat92E::FlyBase:FBgn0016917_in 1 to 1 orthology relationship with_stat5a::ZFIN:ZDB-GENE-030820-2	32
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	stat5a::ZFIN:ZDB-GENE-030820-2_involved in_erythrocyte differentiation::GO:0030218	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	erythrocyte differentiation::GO:0030218_involved in_NFE2L1::NCBIGene:4779	32
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Pngl::FlyBase:FBgn0033050_has phenotype_male sterile::FBcv:0000370	52
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	male sterile::FBcv:0000370_has phenotype_cnc::FlyBase:FBgn0262975	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	cnc::FlyBase:FBgn0262975_in 1 to 1 orthology relationship with_NFE2::NCBIGene:4778	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	NFE2::NCBIGene:4778_enables_transcription regulatory region sequence-specific DNA binding::GO:0000976	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	partially lethal - majority die::FBcv:0000352_has phenotype_Jra::FlyBase:FBgn0001291	24
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Jra::FlyBase:FBgn0001291_in 1 to 1 orthology relationship with_JUN::NCBIGene:3725	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	JUN::NCBIGene:3725_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	8
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980_enables_NFE2L1::NCBIGene:4779	32
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	JUN::NCBIGene:3725_involved in_transcription from RNA polymerase II promoter::GO:0006366	8
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	transcription from RNA polymerase II promoter::GO:0006366_involved in_NFE2L1::NCBIGene:4779	32
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Jra::FlyBase:FBgn0001291_in 1 to 1 orthology relationship with_Jun::MGI:96646	24
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Jun::MGI:96646_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	8
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Pngl::FlyBase:FBgn0033050_has phenotype_wing vein phenotype::FBbt:00004751PHENOTYPE	24
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	wing vein phenotype::FBbt:00004751PHENOTYPE_has phenotype_CG3815::FlyBase:FBgn0029861	8
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	CG3815::FlyBase:FBgn0029861_in 1 to 1 orthology relationship with_Phf12::MGI:1924057	4
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Phf12::MGI:1924057_enables_transcription cofactor activity::GO:0003712	4
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	transcription cofactor activity::GO:0003712_enables_NFE2L1::NCBIGene:4779	8
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	cnc::FlyBase:FBgn0262975_in 1 to 1 orthology relationship with_Nfe2::MGI:97308	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Nfe2::MGI:97308_enables_transcription regulatory region sequence-specific DNA binding::GO:0000976	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Pngl::FlyBase:FBgn0033050_has phenotype_lethal - all die before end of P-stage::FBcv:0002000	20
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	lethal - all die before end of P-stage::FBcv:0002000_has phenotype_TER94::FlyBase:FBgn0261014	20
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	VCP::NCBIGene:7415_enables_protein domain specific binding::GO:0019904	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	protein domain specific binding::GO:0019904_enables_NFE2L1::NCBIGene:4779	32
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Pngl::FlyBase:FBgn0033050_has phenotype_female sterile::FBcv:0000366	48
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	female sterile::FBcv:0000366_has phenotype_Egfr::FlyBase:FBgn0003731	4
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Egfr::FlyBase:FBgn0003731_in 1 to 1 orthology relationship with_EGFR::NCBIGene:1956	36
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	EGFR::NCBIGene:1956_is part of_endoplasmic reticulum membrane::GO:0005789	36
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Drosophila embryo phenotype::FBbt:00000052PHENOTYPE_has phenotype_Jra::FlyBase:FBgn0001291	24
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Pngl::FlyBase:FBgn0033050_has phenotype_Drosophila pretarsus phenotype::FBbt:00004653PHENOTYPE	4
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Drosophila pretarsus phenotype::FBbt:00004653PHENOTYPE_has phenotype_Egfr::FlyBase:FBgn0003731	4
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	Pngl::FlyBase:FBgn0033050_has phenotype_developmental rate defective::FBcv:0000450	24
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	developmental rate defective::FBcv:0000450_has phenotype_Egfr::FlyBase:FBgn0003731	4
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	male sterile::FBcv:0000370_has phenotype_TER94::FlyBase:FBgn0261014	20
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	short lived::FBcv:0000385_has phenotype_Egfr::FlyBase:FBgn0003731	4
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	nfe2::ZFIN:ZDB-GENE-030124-1_involved in_cellular response to oxidative stress::GO:0034599	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	cellular response to oxidative stress::GO:0034599_involved in_NFE2L1::NCBIGene:4779	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	developmental rate defective::FBcv:0000450_has phenotype_cnc::FlyBase:FBgn0262975	16
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	wing vein phenotype::FBbt:00004751PHENOTYPE_has phenotype_Stat92E::FlyBase:FBgn0016917	8
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	stat5a::ZFIN:ZDB-GENE-030820-2_None_erythrocyte differentiation::GO:0030218	16
